question,context,answer
Thông tin để liên hệ với phòng đao tạo là gì?,"I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.","Thông tin để liên hệ với Phòng Đào tạo là: Địa chỉ: Phòng 201 – 202 – 203 – 204 nhà C1, Điện thoại: 024.3869.2008, Email: dt@hust.edu.vn, Fanpage: facebook.com/DTDHBKHN."
Các thủ tục về đăng ký học tập thì sinh viên liên hệ với phòng ban nào?,"I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.",Sinh viên liên hệ với Phòng Đào tạo để giải quyết các thủ tục về đăng ký học tập.
"Nếu sinh viên muốn hỏi các thông tin về lịch thi , hoãn thi cũng như là thi bù thì liên hệ với phòng ban nào?","I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.","Nếu sinh viên muốn hỏi các thông tin về lịch thi, hoãn thi cũng như là thi bù thì liên hệ với Phòng Đào tạo."
"Nếu sinh viên muốn hỏi các thông tin về lịch thi , hoãn thi cũng như là thi bù thì có thể liên hệ hỏi phòng ban nào?","I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.","Nếu sinh viên muốn hỏi các thông tin về lịch thi, hoãn thi cũng như là thi bù thì có thể liên hệ hỏi Phòng Đào tạo."
Nếu sinh viên muốn hỏi về việc rút/hủy học phần thì phải liên hệ với phòng ban nào?,"I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.",Nếu sinh viên muốn hỏi về việc rút/hủy học phần thì phải liên hệ với Phòng Đào tạo.
"Các thắc mắc về Chuyển ngành, chuyển hệ đào tạo, chuyển trường thì sinh viên liên hệ với phòng ban nào? ","I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.","Các thắc mắc về Chuyển ngành, chuyển hệ đào tạo, chuyển trường thì sinh viên liên hệ với Phòng Đào tạo."
Các thủ tục liên quan đến học phí sẽ do phòng ban nào giải quyết?,"I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.",Các thủ tục liên quan đến học phí sẽ do Phòng Đào tạo giải quyết.
Phòng ban nào chịu trách nghiệm giải quyết việc cấp bảng trích sao kết quả học tập,"I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.",Phòng Đào tạo chịu trách nhiệm giải quyết việc cấp bảng trích sao kết quả học tập.
Nếu sinh viên muốn seset mật khẩu tài khoản trang ctt-sis.hust.edu.vn thì đến đâu để giải quyết? ,"I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.",Nếu sinh viên muốn reset mật khẩu tài khoản trang ctt-sis.hust.edu.vn thì đến Phòng Đào tạo để giải quyết.
"Nếu sinh viên có các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học để cấp học bổng thì liên hệ tới phòng ban nào để được giải đáp?","I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.","Nếu sinh viên có các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học để cấp học bổng thì liên hệ tới Phòng Đào tạo để được giải đáp."
"Các thủ tục về việc thôi học, nghỉ học và quy lại học tập sẽ do phòng ban nào giải quyết?","I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.","Các thủ tục về việc thôi học, nghỉ học và quay lại học tập sẽ do Phòng Đào tạo giải quyết."
"Nếu sinh viên muốn hỏi các thủ tục liên quan đến tốt nghiệp như là nhận ĐA tốt nghiệp, văn bằng,... thì liên hệ với phòng ban nào để được giải đáp?","I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.","Nếu sinh viên muốn hỏi các thủ tục liên quan đến tốt nghiệp như là nhận ĐA tốt nghiệp, văn bằng,... thì liên hệ với Phòng Đào tạo để được giải đáp."
Nếu sinh viên có các thắc mắc về chương trình đào tạo thì liên hệ với phòng ban nào để được giải đáp?,"I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.",Nếu sinh viên có các thắc mắc về chương trình đào tạo thì liên hệ với Phòng Đào tạo để được giải đáp.
Về xử lý chuyển đổi học phần tương đương sẽ do phòng ban nào phụ trách?,"I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.",Về xử lý chuyển đổi học phần tương đương sẽ do Phòng Đào tạo phụ trách.
Các thắc mắc về cảnh báo học tập sẽ do phòng ban nào trực tiếp giải đáp?,"I. Phòng Đào tạo.1. Thông tin liên hệ: Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1 Điện thoại: 024.3869.2008 Email: dt@hust.edu.vn Fanpage: facebook.com/DTDHBKHN 2. Các thủ tục giải quyết tại Phòng Đào tạo: Đăng ký học tập, rút/ hủy học phần, thời khóa biểu, lịch thi, hoãn thi, thi bù. Xử lý học tập: Điểm học phần, học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, chương trình đào tạo. Chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, quay lại học tập. Tốt nghiệp (nhận ĐA/KL tốt nghiệp; văn bằng, thứ hạng tốt nghiệp, thanh toán ra Trường). Học phí: Tính học phí, tính tiền miễn giảm học phí, thu học phí. Giải đáp các thắc mắc liên quan đến điều kiện về điểm, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng. Cấp bảng trích sao kết quả học tập (bảng điểm). Reset mật khẩu tài khoản tài khoản trang ctt-sis.hust.edu.vn.",Các thắc mắc về cảnh báo học tập sẽ do Phòng Đào tạo trực tiếp giải đáp.
Phòng công tác sinh viên sẽ trực tiếp giải quyết các thủ tục liên quan đến vấn đề nào?,"II. Phòng Công tác Sinh viên.1. Thông tin liên hệ: Địa chỉ: Phòng 101 – 102 – 103 – 104 -104 nhà C1 Điện thoại: 024.3869.2896 (Phòng 102 nhà C1); 024.3869.3108 (Phòng 103-104 nhà C1) Email: ctsv@hust.edu.vn Fanpage: https://www.facebook.com/ctsv.hust.edu.vn 2. Các thủ tục giải quyết tại Phòng Công tác Sinh viên: Cấp các loại giấy tờ hành chính sinh viên: Giấy chứng nhận sinh viên, giấy giới thiệu sinh viên, giấy vay vốn ngân hàng, giấy ưu đãi trong giáo dục, giấy làm vé xe buýt tháng,… Học bổng: Học bổng khuyến khích học tập, học bổng Trần Đại Nghĩa, học bổng tài trợ (hồ sơ, quy trình thủ tục xét cấp học bổng; điều kiện xét cấp học bổng; chi trả học bổng,…). Giải quyết chế độ chính sách miễn, giảm học phí, hỗ trợ chi phí học tập: Tư vấn, tiếp nhận và xét duyệt hồ sơ miễn, giảm học phí; hỗ trợ chi phí học tập. Công tác bảo hiểm y tế: Hỗ trợ sinh viên mua bảo hiểm, sử dụng BHYT trong khám chữa bệnh. Hỗ trợ sinh viên nước ngoài (về thủ tục hành chính, cấp mới và gia hạn thị thực nhập cảnh, đời sống sinh viên). Hỗ trợ sinh viên khó khăn: Tư vấn và hỗ trợ sinh viên gặp khó khăn trong học tập, khó khăn về tài chính, đời sống tâm lý. Tổ chức các hoạt động ngoại khóa cho sinh viên: Tuần sinh hoạt công dân sinh viên năm đầu và năm cuối; các sự kiện sinh hoạt ngoại khóa khác của Trường. Tiếp nhận đăng ký tổ chức các hoạt động ngoại khóa cho sinh viên trong khuôn viên Trường. Tiếp nhận và hỗ trợ sinh viên làm thủ tục thành lập câu lạc bộ sinh viên. Chỉnh sửa thông tin sinh viên trên trang cổng thông tin sinh viên ctt.hust.edu.vn. Cấp mới và cấp lại thẻ sinh viên; cấp giấy chứng nhận sinh viên tạm thời thay thế cho thẻ sinh viên.","Phòng Công tác Sinh viên sẽ trực tiếp giải quyết các thủ tục liên quan đến cấp các loại giấy tờ hành chính sinh viên, học bổng, chế độ chính sách miễn giảm học phí và hỗ trợ chi phí học tập, bảo hiểm y tế, hỗ trợ sinh viên nước ngoài, hỗ trợ sinh viên khó khăn, tổ chức các hoạt động ngoại khóa, tiếp nhận đăng ký tổ chức hoạt động ngoại khóa, hỗ trợ thành lập câu lạc bộ sinh viên, chỉnh sửa thông tin sinh viên, và cấp mới hoặc cấp lại thẻ sinh viên."
Việc cấp giấy chứng nhận sinh viên sẽ do phòng ban nào giải quyết?,"II. Phòng Công tác Sinh viên.1. Thông tin liên hệ: Địa chỉ: Phòng 101 – 102 – 103 – 104 -104 nhà C1 Điện thoại: 024.3869.2896 (Phòng 102 nhà C1); 024.3869.3108 (Phòng 103-104 nhà C1) Email: ctsv@hust.edu.vn Fanpage: https://www.facebook.com/ctsv.hust.edu.vn 2. Các thủ tục giải quyết tại Phòng Công tác Sinh viên: Cấp các loại giấy tờ hành chính sinh viên: Giấy chứng nhận sinh viên, giấy giới thiệu sinh viên, giấy vay vốn ngân hàng, giấy ưu đãi trong giáo dục, giấy làm vé xe buýt tháng,… Học bổng: Học bổng khuyến khích học tập, học bổng Trần Đại Nghĩa, học bổng tài trợ (hồ sơ, quy trình thủ tục xét cấp học bổng; điều kiện xét cấp học bổng; chi trả học bổng,…). Giải quyết chế độ chính sách miễn, giảm học phí, hỗ trợ chi phí học tập: Tư vấn, tiếp nhận và xét duyệt hồ sơ miễn, giảm học phí; hỗ trợ chi phí học tập. Công tác bảo hiểm y tế: Hỗ trợ sinh viên mua bảo hiểm, sử dụng BHYT trong khám chữa bệnh. Hỗ trợ sinh viên nước ngoài (về thủ tục hành chính, cấp mới và gia hạn thị thực nhập cảnh, đời sống sinh viên). Hỗ trợ sinh viên khó khăn: Tư vấn và hỗ trợ sinh viên gặp khó khăn trong học tập, khó khăn về tài chính, đời sống tâm lý. Tổ chức các hoạt động ngoại khóa cho sinh viên: Tuần sinh hoạt công dân sinh viên năm đầu và năm cuối; các sự kiện sinh hoạt ngoại khóa khác của Trường. Tiếp nhận đăng ký tổ chức các hoạt động ngoại khóa cho sinh viên trong khuôn viên Trường. Tiếp nhận và hỗ trợ sinh viên làm thủ tục thành lập câu lạc bộ sinh viên. Chỉnh sửa thông tin sinh viên trên trang cổng thông tin sinh viên ctt.hust.edu.vn. Cấp mới và cấp lại thẻ sinh viên; cấp giấy chứng nhận sinh viên tạm thời thay thế cho thẻ sinh viên.",Việc cấp giấy chứng nhận sinh viên sẽ do Phòng Công tác Sinh viên giải quyết.
Nếu sinh viên muốn cấp giấy vay vốn ngân hàng thì sẽ tới phòng ban nào để được giải quyết?,"II. Phòng Công tác Sinh viên.1. Thông tin liên hệ: Địa chỉ: Phòng 101 – 102 – 103 – 104 -104 nhà C1 Điện thoại: 024.3869.2896 (Phòng 102 nhà C1); 024.3869.3108 (Phòng 103-104 nhà C1) Email: ctsv@hust.edu.vn Fanpage: https://www.facebook.com/ctsv.hust.edu.vn 2. Các thủ tục giải quyết tại Phòng Công tác Sinh viên: Cấp các loại giấy tờ hành chính sinh viên: Giấy chứng nhận sinh viên, giấy giới thiệu sinh viên, giấy vay vốn ngân hàng, giấy ưu đãi trong giáo dục, giấy làm vé xe buýt tháng,… Học bổng: Học bổng khuyến khích học tập, học bổng Trần Đại Nghĩa, học bổng tài trợ (hồ sơ, quy trình thủ tục xét cấp học bổng; điều kiện xét cấp học bổng; chi trả học bổng,…). Giải quyết chế độ chính sách miễn, giảm học phí, hỗ trợ chi phí học tập: Tư vấn, tiếp nhận và xét duyệt hồ sơ miễn, giảm học phí; hỗ trợ chi phí học tập. Công tác bảo hiểm y tế: Hỗ trợ sinh viên mua bảo hiểm, sử dụng BHYT trong khám chữa bệnh. Hỗ trợ sinh viên nước ngoài (về thủ tục hành chính, cấp mới và gia hạn thị thực nhập cảnh, đời sống sinh viên). Hỗ trợ sinh viên khó khăn: Tư vấn và hỗ trợ sinh viên gặp khó khăn trong học tập, khó khăn về tài chính, đời sống tâm lý. Tổ chức các hoạt động ngoại khóa cho sinh viên: Tuần sinh hoạt công dân sinh viên năm đầu và năm cuối; các sự kiện sinh hoạt ngoại khóa khác của Trường. Tiếp nhận đăng ký tổ chức các hoạt động ngoại khóa cho sinh viên trong khuôn viên Trường. Tiếp nhận và hỗ trợ sinh viên làm thủ tục thành lập câu lạc bộ sinh viên. Chỉnh sửa thông tin sinh viên trên trang cổng thông tin sinh viên ctt.hust.edu.vn. Cấp mới và cấp lại thẻ sinh viên; cấp giấy chứng nhận sinh viên tạm thời thay thế cho thẻ sinh viên.",Nếu sinh viên muốn cấp giấy vay vốn ngân hàng thì sẽ tới Phòng Công tác Sinh viên để được giải quyết.
Nếu muốn xin cấp giấy làm vé xe buýt tháng thì liên hệ với phòng ban nào để được giải quyết?,"II. Phòng Công tác Sinh viên.1. Thông tin liên hệ: Địa chỉ: Phòng 101 – 102 – 103 – 104 -104 nhà C1 Điện thoại: 024.3869.2896 (Phòng 102 nhà C1); 024.3869.3108 (Phòng 103-104 nhà C1) Email: ctsv@hust.edu.vn Fanpage: https://www.facebook.com/ctsv.hust.edu.vn 2. Các thủ tục giải quyết tại Phòng Công tác Sinh viên: Cấp các loại giấy tờ hành chính sinh viên: Giấy chứng nhận sinh viên, giấy giới thiệu sinh viên, giấy vay vốn ngân hàng, giấy ưu đãi trong giáo dục, giấy làm vé xe buýt tháng,… Học bổng: Học bổng khuyến khích học tập, học bổng Trần Đại Nghĩa, học bổng tài trợ (hồ sơ, quy trình thủ tục xét cấp học bổng; điều kiện xét cấp học bổng; chi trả học bổng,…). Giải quyết chế độ chính sách miễn, giảm học phí, hỗ trợ chi phí học tập: Tư vấn, tiếp nhận và xét duyệt hồ sơ miễn, giảm học phí; hỗ trợ chi phí học tập. Công tác bảo hiểm y tế: Hỗ trợ sinh viên mua bảo hiểm, sử dụng BHYT trong khám chữa bệnh. Hỗ trợ sinh viên nước ngoài (về thủ tục hành chính, cấp mới và gia hạn thị thực nhập cảnh, đời sống sinh viên). Hỗ trợ sinh viên khó khăn: Tư vấn và hỗ trợ sinh viên gặp khó khăn trong học tập, khó khăn về tài chính, đời sống tâm lý. Tổ chức các hoạt động ngoại khóa cho sinh viên: Tuần sinh hoạt công dân sinh viên năm đầu và năm cuối; các sự kiện sinh hoạt ngoại khóa khác của Trường. Tiếp nhận đăng ký tổ chức các hoạt động ngoại khóa cho sinh viên trong khuôn viên Trường. Tiếp nhận và hỗ trợ sinh viên làm thủ tục thành lập câu lạc bộ sinh viên. Chỉnh sửa thông tin sinh viên trên trang cổng thông tin sinh viên ctt.hust.edu.vn. Cấp mới và cấp lại thẻ sinh viên; cấp giấy chứng nhận sinh viên tạm thời thay thế cho thẻ sinh viên.",Nếu muốn xin cấp giấy làm vé xe buýt tháng thì liên hệ với Phòng Công tác Sinh viên để được giải quyết.
